區域別,戶數,人口數
彰化縣,455,1613
彰化縣,384,1324
彰化縣,396,1290
彰化縣,1047,3191
彰化縣,1070,3411
彰化縣,879,3022
彰化縣,467,1763
彰化縣,485,1703
彰化縣,508,1656
彰化縣,669,2350
彰化縣,499,1831
彰化縣,836,2923
彰化縣,793,2456
彰化縣,717,2401
彰化縣,565,2036
彰化縣,534,1855
彰化縣,392,1474
彰化縣,299,1091
彰化縣,542,2017
彰化縣,310,1082
彰化縣,431,1507
彰化縣,369,1307
彰化縣,228,827
彰化縣,402,1475
彰化縣,591,2084
彰化縣,590,2510
彰化縣,418,1457
彰化縣,141,484
彰化縣,346,1284
彰化縣,272,1020
彰化縣,441,1709
彰化縣,300,1025
彰化縣,509,1800
彰化縣,463,1835
彰化縣,442,1553
彰化縣,417,1530
彰化縣,1231,4255
彰化縣,425,1506
彰化縣,614,1883
彰化縣,427,1474
彰化縣,612,1995
彰化縣,685,2225
彰化縣,480,1687
彰化縣,707,2413
彰化縣,880,2740
彰化縣,206,680
彰化縣,394,1400
彰化縣,557,1844
彰化縣,381,1215
彰化縣,304,1106
彰化縣,489,1613
彰化縣,634,2157
彰化縣,465,1567
彰化縣,317,1062
彰化縣,278,934
彰化縣,312,1084
彰化縣,298,970
彰化縣,579,1905
彰化縣,640,2333
彰化縣,720,2581
彰化縣,615,2168
彰化縣,531,1751
彰化縣,343,1291
彰化縣,343,1275
彰化縣,951,3278
彰化縣,489,1673
彰化縣,380,1461
彰化縣,556,1993
彰化縣,646,2329
彰化縣,500,1936
彰化縣,511,1673
彰化縣,308,1080
彰化縣,232,869
彰化縣,264,928
彰化縣,242,791
彰化縣,312,1015
彰化縣,288,991
彰化縣,241,818
彰化縣,376,1323
彰化縣,476,1575
彰化縣,1068,3361
彰化縣,524,1774
彰化縣,399,1402
彰化縣,1575,5523
彰化縣,333,1151
彰化縣,388,1255
彰化縣,1011,3258
彰化縣,676,2471
彰化縣,258,869
彰化縣,357,1134
彰化縣,541,1932
彰化縣,331,1143
彰化縣,457,1524
彰化縣,511,1666
彰化縣,335,1193
彰化縣,368,1205
彰化縣,418,1482
彰化縣,279,1010
彰化縣,590,1915
彰化縣,349,1187
彰化縣,476,1769
彰化縣,378,1306
彰化縣,415,1453
彰化縣,744,2493
彰化縣,311,960
彰化縣,382,1139
彰化縣,245,748
彰化縣,275,773
彰化縣,396,1120
彰化縣,402,1171
彰化縣,349,1012
彰化縣,195,538
彰化縣,403,1181
彰化縣,362,962
彰化縣,306,939
彰化縣,291,899
彰化縣,282,814
彰化縣,253,738
彰化縣,259,661
彰化縣,389,1184
彰化縣,241,798
彰化縣,449,1513
彰化縣,259,840
彰化縣,916,3070
彰化縣,361,1306
彰化縣,285,902
彰化縣,350,1313
彰化縣,393,1345
彰化縣,224,765
彰化縣,447,1591
彰化縣,450,1602
彰化縣,541,1882
彰化縣,433,1475
彰化縣,490,2113
彰化縣,286,1116
彰化縣,296,1052
彰化縣,510,1678
彰化縣,531,1897
彰化縣,102,301
彰化縣,254,753
彰化縣,308,1062
彰化縣,846,2930
彰化縣,604,2058
彰化縣,534,1996
彰化縣,778,2821
彰化縣,457,1564
彰化縣,517,1921
彰化縣,1210,4044
彰化縣,765,2562
彰化縣,237,869
彰化縣,190,673
彰化縣,527,1853
彰化縣,372,1256
彰化縣,290,931
彰化縣,396,1262
彰化縣,511,1731
彰化縣,358,1255
彰化縣,342,1119
彰化縣,370,1125
彰化縣,193,496
彰化縣,300,882
彰化縣,232,663
彰化縣,343,1131
彰化縣,774,2578
彰化縣,455,1638
彰化縣,181,556
彰化縣,240,777
彰化縣,266,838
彰化縣,330,1143
彰化縣,229,665
彰化縣,220,650
彰化縣,338,947
彰化縣,708,2529
彰化縣,237,793
彰化縣,267,878
彰化縣,240,756
彰化縣,443,1524
彰化縣,566,1975
彰化縣,476,1694
彰化縣,328,1214
彰化縣,700,2507
彰化縣,243,901
彰化縣,425,1633
彰化縣,1024,3843
彰化縣,455,1300
彰化縣,379,1295
彰化縣,451,1620
彰化縣,282,1036
彰化縣,344,1184
彰化縣,352,1285
彰化縣,455,1545
彰化縣,255,825
彰化縣,277,791
彰化縣,412,1230
彰化縣,350,1044
彰化縣,408,1451
彰化縣,343,1037
彰化縣,311,1085
彰化縣,249,797
彰化縣,431,1402
彰化縣,716,2377
彰化縣,267,925
彰化縣,279,924
彰化縣,511,1866
彰化縣,230,812
彰化縣,331,1282
彰化縣,405,1379
彰化縣,196,577
彰化縣,287,997
彰化縣,238,797
彰化縣,213,699
彰化縣,303,942
彰化縣,221,663
彰化縣,630,2180
彰化縣,464,1661
彰化縣,394,1420
彰化縣,474,1816
彰化縣,253,848
彰化縣,477,1795
彰化縣,304,1046
彰化縣,364,1051
彰化縣,690,2459
彰化縣,246,858
彰化縣,643,1860
彰化縣,640,2208
彰化縣,301,1023
彰化縣,657,2186
彰化縣,633,2274
彰化縣,414,1470
彰化縣,717,2342
彰化縣,313,981
彰化縣,297,1061
南投縣,417,1146
南投縣,651,1742
南投縣,363,1006
南投縣,212,588
南投縣,270,706
南投縣,176,475
南投縣,428,1185
南投縣,1063,3089
南投縣,2748,8389
南投縣,1842,5629
南投縣,172,493
南投縣,2658,7183
南投縣,788,2451
南投縣,362,1203
南投縣,2170,6619
南投縣,1205,3515
南投縣,788,2478
南投縣,1824,5231
南投縣,691,2250
南投縣,273,943
南投縣,271,767
南投縣,427,1290
南投縣,2101,6344
南投縣,1917,5938
南投縣,1092,3316
南投縣,1158,3397
南投縣,2471,7293
南投縣,883,2749
南投縣,2657,8045
南投縣,553,1777
南投縣,464,1096
南投縣,609,1381
南投縣,559,1272
南投縣,230,687
南投縣,1267,3199
南投縣,374,938
南投縣,1368,3854
南投縣,1141,3004
南投縣,946,2640
南投縣,493,1251
南投縣,1584,4370
南投縣,2508,6818
南投縣,365,1092
南投縣,3224,9025
南投縣,1552,4514
南投縣,438,1200
南投縣,417,1339
南投縣,416,1391
南投縣,480,1177
南投縣,141,364
南投縣,531,1647
南投縣,618,1762
南投縣,742,2092
南投縣,513,1629
南投縣,261,746
南投縣,262,1093
南投縣,464,1319
南投縣,240,672
南投縣,416,1180
南投縣,1126,3363
南投縣,678,1859
南投縣,1120,3105
南投縣,616,1978
南投縣,1332,3942
南投縣,1092,3194
南投縣,1332,3883
南投縣,897,2614
南投縣,904,2591
南投縣,978,2593
南投縣,513,1457
南投縣,2512,7754
南投縣,3075,8696
南投縣,2681,7802
南投縣,2390,7242
南投縣,1468,4778
南投縣,1683,5250
南投縣,902,2762
南投縣,1069,3493
南投縣,1193,3580
南投縣,1314,4088
南投縣,1041,3346
南投縣,574,1801
南投縣,775,2636
南投縣,704,2312
南投縣,735,2472
南投縣,1561,4881
南投縣,644,1935
南投縣,396,1204
南投縣,915,2706
南投縣,399,1258
南投縣,315,803
南投縣,1027,2904
南投縣,1612,4623
南投縣,1371,3886
南投縣,958,2415
南投縣,307,739
南投縣,1977,5389
南投縣,1601,4253
南投縣,729,2061
南投縣,513,1463
南投縣,1538,4473
南投縣,375,1128
南投縣,578,1615
南投縣,363,1049
南投縣,1218,3512
南投縣,652,1995
南投縣,361,1005
南投縣,2037,6031
南投縣,733,2176
南投縣,464,1559
南投縣,507,1420
南投縣,260,720
南投縣,261,490
南投縣,270,705
南投縣,265,673
南投縣,379,966
南投縣,278,696
南投縣,200,525
南投縣,399,1060
南投縣,305,815
南投縣,1461,4327
南投縣,1036,2823
南投縣,501,1250
南投縣,420,1050
南投縣,253,635
南投縣,540,1428
南投縣,244,585
南投縣,231,620
南投縣,449,1068
南投縣,641,1698
南投縣,423,1110
南投縣,243,689
南投縣,404,1089
南投縣,436,1233
南投縣,1321,4123
南投縣,849,2720
南投縣,619,1889
南投縣,343,1185
南投縣,383,1179
南投縣,1598,4979
南投縣,640,1947
南投縣,365,1099
南投縣,467,1488
南投縣,697,2156
南投縣,354,1068
南投縣,275,879
南投縣,345,1104
南投縣,452,1394
南投縣,540,1846
南投縣,567,1872
南投縣,415,1407
南投縣,323,1041
南投縣,326,1036
南投縣,315,939
南投縣,634,2055
南投縣,337,1052
南投縣,947,2195
南投縣,764,1647
南投縣,597,1491
南投縣,894,2204
南投縣,470,1186
南投縣,746,1775
南投縣,441,1051
南投縣,291,693
南投縣,608,1612
南投縣,824,1839
南投縣,426,912
南投縣,367,791
南投縣,315,854
南投縣,370,975
南投縣,197,544
南投縣,346,940
南投縣,296,769
南投縣,343,828
南投縣,739,2048
南投縣,107,326
南投縣,252,795
南投縣,225,597
南投縣,569,1558
南投縣,405,1225
南投縣,369,1003
南投縣,301,802
南投縣,282,748
南投縣,228,618
南投縣,205,527
南投縣,199,508
南投縣,221,549
南投縣,650,1854
南投縣,853,2435
南投縣,425,1160
南投縣,564,1653
南投縣,443,1257
南投縣,487,1460
南投縣,385,1160
南投縣,293,793
南投縣,296,877
南投縣,349,976
南投縣,374,1034
南投縣,282,669
南投縣,349,974
南投縣,758,2017
南投縣,759,2091
南投縣,320,814
南投縣,852,2185
南投縣,611,1649
南投縣,345,809
南投縣,767,2088
南投縣,358,935
南投縣,489,1340
南投縣,640,1793
南投縣,717,1937
南投縣,319,857
南投縣,377,873
南投縣,332,862
南投縣,220,555
南投縣,710,1856
南投縣,287,715
南投縣,457,1035
南投縣,488,1188
南投縣,456,1223
南投縣,576,1662
南投縣,550,1448
南投縣,243,524
南投縣,299,755
南投縣,91,248
南投縣,154,394
南投縣,505,1274
南投縣,436,1023
南投縣,168,398
南投縣,391,975
南投縣,150,320
南投縣,682,1902
南投縣,419,1551
南投縣,322,1116
南投縣,225,776
南投縣,658,1814
南投縣,228,630
南投縣,320,883
南投縣,513,1747
南投縣,560,1908
南投縣,637,1719
南投縣,306,773
南投縣,368,1288
南投縣,228,821
南投縣,186,743
南投縣,270,771
南投縣,246,1042
南投縣,306,1179
南投縣,427,1364
南投縣,143,457
南投縣,200,655
南投縣,358,952
南投縣,233,782
南投縣,474,1436
南投縣,689,1938
南投縣,460,1508
南投縣,364,1253
南投縣,272,873
南投縣,208,824
南投縣,41,71
南投縣,264,633
南投縣,252,798
雲林縣,712,1734
雲林縣,487,1294
雲林縣,323,779
雲林縣,293,730
雲林縣,364,955
雲林縣,367,970
雲林縣,403,887
雲林縣,2109,5862
雲林縣,1221,3901
雲林縣,1214,3518
雲林縣,811,2141
雲林縣,1598,4325
雲林縣,1642,4981
雲林縣,905,2759
雲林縣,264,735
雲林縣,876,2648
雲林縣,244,616
雲林縣,1049,2803
雲林縣,590,1741
雲林縣,906,2721
雲林縣,628,1928
雲林縣,2098,6202
雲林縣,2153,6426
雲林縣,684,2096
雲林縣,449,1345
雲林縣,1659,5254
雲林縣,394,1353
雲林縣,706,2267
雲林縣,1209,3627
雲林縣,1051,3366
雲林縣,428,1341
雲林縣,2016,5824
雲林縣,1732,4443
雲林縣,1362,3546
雲林縣,1082,2826
雲林縣,1011,2821
雲林縣,1408,4252
雲林縣,1083,3303
雲林縣,494,1504
雲林縣,2246,6334
雲林縣,1035,2662
雲林縣,587,1723
雲林縣,459,1286
雲林縣,1128,3200
雲林縣,521,1512
雲林縣,301,936
雲林縣,359,1028
雲林縣,303,817
雲林縣,437,1316
雲林縣,697,2018
雲林縣,389,1127
雲林縣,1062,3270
雲林縣,822,2675
雲林縣,2276,6544
雲林縣,390,1040
雲林縣,338,919
雲林縣,351,1011
雲林縣,634,1790
雲林縣,602,1864
雲林縣,338,1047
雲林縣,440,1190
雲林縣,865,2085
雲林縣,1159,3421
雲林縣,1354,3660
雲林縣,1239,3292
雲林縣,1425,3909
雲林縣,666,1798
雲林縣,1935,5414
雲林縣,943,2781
雲林縣,1647,4693
雲林縣,826,2393
雲林縣,407,1261
雲林縣,489,1482
雲林縣,292,1003
雲林縣,545,1440
雲林縣,582,1816
雲林縣,337,1047
雲林縣,1005,3145
雲林縣,315,925
雲林縣,654,2056
雲林縣,667,1902
雲林縣,1214,3790
雲林縣,948,2768
雲林縣,929,3087
雲林縣,509,1644
雲林縣,544,1795
雲林縣,256,603
雲林縣,1746,4667
雲林縣,439,1447
雲林縣,592,1971
雲林縣,655,2119
雲林縣,823,2547
雲林縣,1213,3717
雲林縣,160,423
雲林縣,267,721
雲林縣,262,689
雲林縣,485,1378
雲林縣,1128,3436
雲林縣,1689,5324
雲林縣,426,1641
雲林縣,531,1868
雲林縣,375,1158
雲林縣,408,1221
雲林縣,615,2217
雲林縣,470,1820
雲林縣,626,2066
雲林縣,286,1054
雲林縣,371,1173
雲林縣,349,1066
雲林縣,557,1797
雲林縣,369,1181
雲林縣,284,989
雲林縣,280,920
雲林縣,458,1594
雲林縣,335,1080
雲林縣,468,1665
雲林縣,359,985
雲林縣,373,1174
雲林縣,539,1664
雲林縣,398,1175
雲林縣,442,1344
雲林縣,547,1738
雲林縣,525,1551
雲林縣,510,1497
雲林縣,335,1057
雲林縣,1090,3335
雲林縣,623,2234
雲林縣,630,2134
雲林縣,313,1105
雲林縣,653,2131
雲林縣,790,2789
雲林縣,571,1778
雲林縣,519,1725
雲林縣,395,872
雲林縣,345,799
雲林縣,257,530
雲林縣,432,1109
雲林縣,172,397
雲林縣,216,494
雲林縣,208,449
雲林縣,514,1199
雲林縣,278,586
雲林縣,175,400
雲林縣,301,667
雲林縣,655,1468
雲林縣,230,529
雲林縣,2373,6085
雲林縣,842,2084
雲林縣,2765,7482
雲林縣,466,1386
雲林縣,334,964
雲林縣,538,1645
雲林縣,481,1366
雲林縣,400,1158
雲林縣,403,968
雲林縣,277,677
雲林縣,659,1938
雲林縣,1357,3578
雲林縣,399,1134
雲林縣,242,603
雲林縣,187,465
雲林縣,468,1472
雲林縣,411,1258
雲林縣,438,1358
雲林縣,560,1747
雲林縣,1202,3729
雲林縣,589,1824
雲林縣,771,2483
雲林縣,331,830
雲林縣,121,331
雲林縣,840,2470
雲林縣,433,1305
雲林縣,529,1430
雲林縣,203,533
雲林縣,275,670
雲林縣,807,2426
雲林縣,288,825
雲林縣,924,2668
雲林縣,830,2461
雲林縣,645,1706
雲林縣,290,822
雲林縣,358,933
雲林縣,820,2537
雲林縣,412,1203
雲林縣,381,1118
雲林縣,744,2167
雲林縣,691,2138
雲林縣,636,1869
雲林縣,471,1420
雲林縣,312,866
雲林縣,285,723
雲林縣,438,1353
雲林縣,319,896
雲林縣,272,808
雲林縣,283,867
雲林縣,318,861
雲林縣,1689,4915
雲林縣,329,1048
雲林縣,574,1831
雲林縣,489,1408
雲林縣,391,1312
雲林縣,718,2271
雲林縣,1114,3534
雲林縣,465,1490
雲林縣,458,1413
雲林縣,716,2341
雲林縣,631,2134
雲林縣,585,1800
雲林縣,461,1603
雲林縣,627,2133
雲林縣,437,1251
雲林縣,1493,4435
雲林縣,850,2677
雲林縣,212,625
雲林縣,319,998
雲林縣,928,3150
雲林縣,244,779
雲林縣,418,1357
雲林縣,413,1282
雲林縣,620,2145
雲林縣,612,1766
雲林縣,697,2135
雲林縣,627,1918
雲林縣,578,1750
雲林縣,436,1349
雲林縣,658,2200
雲林縣,334,1043
雲林縣,331,1090
雲林縣,242,943
雲林縣,567,1873
雲林縣,716,2208
雲林縣,354,1036
雲林縣,687,2101
雲林縣,483,1552
雲林縣,378,1099
雲林縣,319,999
雲林縣,388,1214
雲林縣,509,1682
雲林縣,489,1412
雲林縣,577,1752
雲林縣,978,2833
雲林縣,874,2423
雲林縣,828,2469
雲林縣,522,1615
雲林縣,779,2464
雲林縣,316,1000
雲林縣,654,1814
雲林縣,732,2119
雲林縣,550,1787
雲林縣,422,1400
雲林縣,463,1439
雲林縣,306,950
雲林縣,1620,5081
雲林縣,2716,8732
雲林縣,697,2236
雲林縣,935,2929
雲林縣,917,2978
雲林縣,1075,3562
雲林縣,846,2538
雲林縣,760,2335
雲林縣,1470,4655
雲林縣,412,1297
雲林縣,1252,4004
雲林縣,736,2477
雲林縣,565,1680
雲林縣,626,1762
雲林縣,518,1432
雲林縣,713,1936
雲林縣,215,596
雲林縣,513,1366
雲林縣,242,617
雲林縣,358,964
雲林縣,434,1029
雲林縣,336,1017
雲林縣,845,2289
雲林縣,468,1251
雲林縣,464,1165
雲林縣,782,2257
雲林縣,587,1794
雲林縣,580,1788
雲林縣,460,1378
雲林縣,539,1790
雲林縣,353,1039
雲林縣,289,899
雲林縣,467,1398
雲林縣,351,1014
雲林縣,507,1475
雲林縣,423,1278
雲林縣,458,1287
雲林縣,788,2304
雲林縣,724,1749
雲林縣,784,2191
雲林縣,261,714
雲林縣,308,824
雲林縣,201,502
雲林縣,384,989
雲林縣,599,1825
雲林縣,564,1679
雲林縣,1235,3589
雲林縣,737,2043
雲林縣,770,2132
雲林縣,1325,3967
雲林縣,695,1791
雲林縣,541,1641
雲林縣,293,837
雲林縣,382,1160
雲林縣,459,1320
雲林縣,398,1090
雲林縣,366,916
雲林縣,240,673
雲林縣,327,971
雲林縣,163,431
雲林縣,434,1352
雲林縣,620,1724
雲林縣,402,1178
雲林縣,362,986
雲林縣,514,1435
雲林縣,391,1030
雲林縣,605,1817
雲林縣,260,739
雲林縣,326,1000
雲林縣,264,840
雲林縣,764,2099
雲林縣,270,785
雲林縣,395,1129
雲林縣,411,1069
雲林縣,933,2769
雲林縣,513,1404
雲林縣,327,969
雲林縣,349,1041
雲林縣,374,1046
雲林縣,151,417
雲林縣,331,934
雲林縣,415,1143
雲林縣,696,1929
雲林縣,357,924
雲林縣,319,828
雲林縣,423,1092
雲林縣,482,1260
雲林縣,411,1187
雲林縣,304,834
雲林縣,237,656
雲林縣,440,1237
雲林縣,524,1463
雲林縣,442,1320
雲林縣,286,767
雲林縣,351,1018
雲林縣,282,817
雲林縣,410,1227
雲林縣,585,1714
雲林縣,808,2387
雲林縣,626,1856
雲林縣,566,1765
雲林縣,214,626
雲林縣,616,1783
雲林縣,338,971
雲林縣,702,2288
雲林縣,367,1101
雲林縣,370,1196
雲林縣,357,1140
雲林縣,290,838
雲林縣,701,2142
雲林縣,497,1407
雲林縣,266,694
雲林縣,987,2746
雲林縣,873,2374
雲林縣,425,1177
雲林縣,522,1397
雲林縣,403,1088
雲林縣,292,740
雲林縣,283,713
雲林縣,491,1207
雲林縣,304,734
雲林縣,464,1144
雲林縣,330,860
雲林縣,294,782
雲林縣,498,1261
雲林縣,417,1168
雲林縣,346,979
雲林縣,439,1139
雲林縣,367,949
雲林縣,489,1336
雲林縣,247,599
雲林縣,318,783
雲林縣,320,823
雲林縣,347,800
雲林縣,350,833
雲林縣,334,911
嘉義縣,928,2699
嘉義縣,159,589
嘉義縣,549,1765
嘉義縣,617,1943
嘉義縣,403,1355
嘉義縣,358,1149
嘉義縣,326,981
嘉義縣,763,2182
嘉義縣,477,1463
嘉義縣,919,2657
嘉義縣,317,845
嘉義縣,215,652
嘉義縣,1224,3656
嘉義縣,1751,5260
嘉義縣,710,2202
嘉義縣,1153,3575
嘉義縣,276,831
嘉義縣,1239,3398
嘉義縣,945,2406
嘉義縣,1002,2760
嘉義縣,434,1273
嘉義縣,206,480
嘉義縣,285,752
嘉義縣,307,805
嘉義縣,329,927
嘉義縣,782,2099
嘉義縣,1056,3169
嘉義縣,1800,5309
嘉義縣,247,827
嘉義縣,282,735
嘉義縣,315,958
嘉義縣,414,1282
嘉義縣,984,2125
嘉義縣,1386,3757
嘉義縣,1496,3918
嘉義縣,293,893
嘉義縣,442,1268
嘉義縣,357,1087
嘉義縣,111,280
嘉義縣,313,848
嘉義縣,311,901
嘉義縣,293,848
嘉義縣,423,1222
嘉義縣,517,1444
嘉義縣,222,599
嘉義縣,258,709
嘉義縣,176,434
嘉義縣,843,2468
嘉義縣,494,1331
嘉義縣,713,1990
嘉義縣,389,1069
嘉義縣,297,850
嘉義縣,313,911
嘉義縣,370,1144
嘉義縣,502,1476
嘉義縣,955,2777
嘉義縣,451,1266
嘉義縣,483,1301
嘉義縣,788,2201
嘉義縣,151,336
嘉義縣,181,463
嘉義縣,132,329
嘉義縣,342,891
嘉義縣,517,1395
嘉義縣,546,1584
嘉義縣,622,1691
嘉義縣,221,589
嘉義縣,302,769
嘉義縣,242,605
嘉義縣,790,2177
嘉義縣,456,1137
嘉義縣,2591,6930
嘉義縣,433,1392
嘉義縣,675,1994
嘉義縣,282,717
嘉義縣,327,832
嘉義縣,294,752
嘉義縣,88,213
嘉義縣,700,1977
嘉義縣,563,1695
嘉義縣,560,1512
嘉義縣,330,908
嘉義縣,598,1835
嘉義縣,841,2353
嘉義縣,400,1116
嘉義縣,288,816
嘉義縣,279,811
嘉義縣,331,941
嘉義縣,312,1000
嘉義縣,1011,2738
嘉義縣,681,1978
嘉義縣,1352,4070
嘉義縣,872,2615
嘉義縣,579,1936
嘉義縣,732,2210
嘉義縣,559,1708
嘉義縣,590,2029
嘉義縣,363,1108
嘉義縣,293,929
嘉義縣,309,1013
嘉義縣,998,2476
嘉義縣,555,1529
嘉義縣,200,632
嘉義縣,408,1230
嘉義縣,714,2190
嘉義縣,1088,3135
嘉義縣,730,2284
嘉義縣,964,2760
嘉義縣,1312,4310
嘉義縣,470,1570
嘉義縣,2098,6221
嘉義縣,1016,2857
嘉義縣,975,2702
嘉義縣,980,2890
嘉義縣,682,2050
嘉義縣,1255,3407
嘉義縣,2596,7337
嘉義縣,607,1586
嘉義縣,294,804
嘉義縣,270,764
嘉義縣,401,1191
嘉義縣,334,802
嘉義縣,323,906
嘉義縣,390,968
嘉義縣,458,1341
嘉義縣,369,1111
嘉義縣,368,1069
嘉義縣,494,1503
嘉義縣,442,1212
嘉義縣,284,810
嘉義縣,352,1037
嘉義縣,885,2618
嘉義縣,613,1866
嘉義縣,562,1795
嘉義縣,600,1946
嘉義縣,505,1583
嘉義縣,580,1781
嘉義縣,604,1937
嘉義縣,357,1156
嘉義縣,220,674
嘉義縣,369,1115
嘉義縣,205,620
嘉義縣,206,585
嘉義縣,675,2029
嘉義縣,565,1878
嘉義縣,534,1601
嘉義縣,532,1654
嘉義縣,405,1260
嘉義縣,371,1217
嘉義縣,409,1210
嘉義縣,425,1380
嘉義縣,434,1250
嘉義縣,238,648
嘉義縣,341,1028
嘉義縣,519,1367
嘉義縣,369,965
嘉義縣,379,1020
嘉義縣,107,245
嘉義縣,502,1408
嘉義縣,495,1419
嘉義縣,349,990
嘉義縣,272,763
嘉義縣,290,850
嘉義縣,310,853
嘉義縣,427,1286
嘉義縣,405,1086
嘉義縣,423,1205
嘉義縣,611,1704
嘉義縣,287,725
嘉義縣,229,552
嘉義縣,305,724
嘉義縣,378,1023
嘉義縣,573,1552
嘉義縣,274,724
嘉義縣,350,878
嘉義縣,250,640
嘉義縣,304,761
嘉義縣,324,799
嘉義縣,253,659
嘉義縣,804,2245
嘉義縣,398,1121
嘉義縣,536,1575
嘉義縣,591,2031
嘉義縣,438,1397
嘉義縣,276,818
嘉義縣,182,443
嘉義縣,398,1004
嘉義縣,421,1095
嘉義縣,346,871
嘉義縣,190,448
嘉義縣,445,1153
嘉義縣,509,1449
嘉義縣,369,1009
嘉義縣,323,800
嘉義縣,356,989
嘉義縣,328,812
嘉義縣,456,1286
嘉義縣,414,1048
嘉義縣,581,1424
嘉義縣,346,901
嘉義縣,163,354
嘉義縣,502,1510
嘉義縣,342,824
嘉義縣,668,1765
嘉義縣,535,1356
嘉義縣,400,1045
嘉義縣,320,881
嘉義縣,550,1442
嘉義縣,182,446
嘉義縣,229,511
嘉義縣,323,916
嘉義縣,189,485
嘉義縣,192,481
嘉義縣,246,694
嘉義縣,629,1751
嘉義縣,376,946
嘉義縣,403,935
嘉義縣,312,958
嘉義縣,200,518
嘉義縣,235,604
嘉義縣,364,878
嘉義縣,206,447
嘉義縣,289,657
嘉義縣,315,727
嘉義縣,182,590
嘉義縣,230,686
嘉義縣,507,1465
嘉義縣,518,1509
嘉義縣,247,878
嘉義縣,450,1205
嘉義縣,192,511
嘉義縣,385,966
嘉義縣,462,1214
嘉義縣,446,1114
嘉義縣,383,1109
嘉義縣,380,1055
嘉義縣,541,1441
嘉義縣,615,1730
嘉義縣,257,656
嘉義縣,1649,4546
嘉義縣,1010,2901
嘉義縣,596,1818
嘉義縣,753,2455
嘉義縣,305,928
嘉義縣,646,1872
嘉義縣,783,2163
嘉義縣,733,2059
嘉義縣,185,483
嘉義縣,283,741
嘉義縣,186,477
嘉義縣,564,1592
嘉義縣,742,2289
嘉義縣,458,1256
嘉義縣,804,2363
嘉義縣,824,2288
嘉義縣,749,2078
嘉義縣,1815,4639
嘉義縣,1283,3252
嘉義縣,805,2274
嘉義縣,773,2083
嘉義縣,317,1010
嘉義縣,375,1117
嘉義縣,487,1479
嘉義縣,465,1312
嘉義縣,339,986
嘉義縣,734,2153
嘉義縣,382,1098
嘉義縣,299,958
嘉義縣,358,1029
嘉義縣,576,1746
嘉義縣,1139,3274
嘉義縣,1391,3858
嘉義縣,3143,8135
嘉義縣,2419,6491
嘉義縣,751,2244
嘉義縣,555,1757
嘉義縣,813,2462
嘉義縣,401,1197
嘉義縣,495,1413
嘉義縣,349,1151
嘉義縣,738,2318
嘉義縣,257,864
嘉義縣,385,1212
嘉義縣,245,747
嘉義縣,269,881
嘉義縣,143,410
嘉義縣,123,348
嘉義縣,977,2958
嘉義縣,806,2618
嘉義縣,276,892
嘉義縣,297,963
嘉義縣,440,1420
嘉義縣,214,688
嘉義縣,404,1251
嘉義縣,2113,6038
嘉義縣,514,1703
嘉義縣,480,1685
嘉義縣,577,1877
嘉義縣,612,2102
嘉義縣,257,758
嘉義縣,371,1171
嘉義縣,295,1040
嘉義縣,212,699
嘉義縣,592,2069
嘉義縣,280,792
嘉義縣,203,501
嘉義縣,618,2252
嘉義縣,378,1075
嘉義縣,119,255
嘉義縣,358,936
嘉義縣,304,829
嘉義縣,973,2681
嘉義縣,418,1087
嘉義縣,216,628
嘉義縣,1758,5219
嘉義縣,168,482
嘉義縣,214,633
嘉義縣,154,450
嘉義縣,219,736
嘉義縣,602,1929
嘉義縣,226,681
嘉義縣,319,968
嘉義縣,203,576
嘉義縣,114,320
嘉義縣,156,479
嘉義縣,265,869
嘉義縣,218,726
嘉義縣,353,1096
嘉義縣,185,473
嘉義縣,501,1307
嘉義縣,187,496
嘉義縣,499,1554
嘉義縣,756,2144
嘉義縣,305,970
嘉義縣,303,1006
嘉義縣,524,1519
嘉義縣,274,770
嘉義縣,512,1097
嘉義縣,308,596
嘉義縣,151,421
嘉義縣,752,1738
嘉義縣,299,727
嘉義縣,191,523
嘉義縣,406,998
嘉義縣,298,634
嘉義縣,160,423
嘉義縣,85,223
嘉義縣,85,198
嘉義縣,132,372
嘉義縣,128,355
嘉義縣,125,381
嘉義縣,350,1035
嘉義縣,376,1163
嘉義縣,93,285
嘉義縣,189,604
嘉義縣,128,379
嘉義縣,112,302
屏東縣,335,862
屏東縣,163,366
屏東縣,146,378
屏東縣,286,757
屏東縣,283,650
屏東縣,108,298
屏東縣,281,697
屏東縣,297,832
屏東縣,257,704
屏東縣,172,454
屏東縣,131,361
屏東縣,1179,3142
屏東縣,242,569
屏東縣,315,764
屏東縣,192,506
屏東縣,278,735
屏東縣,139,328
屏東縣,295,748
屏東縣,179,477
屏東縣,713,1826
屏東縣,389,1006
屏東縣,912,2512
屏東縣,1186,2961
屏東縣,1614,4616
屏東縣,1772,5021
屏東縣,4055,11373
屏東縣,551,1825
屏東縣,380,1241
屏東縣,398,1334
屏東縣,3292,8675
屏東縣,2211,6384
屏東縣,198,602
屏東縣,1229,3376
屏東縣,434,997
屏東縣,473,1116
屏東縣,610,1429
屏東縣,324,767
屏東縣,567,1295
屏東縣,341,825
屏東縣,2979,8258
屏東縣,998,3128
屏東縣,485,1735
屏東縣,791,2705
屏東縣,488,1774
屏東縣,381,1280
屏東縣,628,2032
屏東縣,211,531
屏東縣,162,412
