區域別,戶數,人口數
臺南市,167,395
臺南市,907,2570
臺南市,271,809
臺南市,459,1321
臺南市,465,1236
臺南市,390,1050
臺南市,823,2218
臺南市,305,803
臺南市,226,652
臺南市,1040,3176
臺南市,998,2972
臺南市,668,1893
臺南市,856,2362
臺南市,587,1826
臺南市,500,1435
臺南市,1412,4281
臺南市,494,1319
臺南市,1194,3488
臺南市,260,756
臺南市,290,874
臺南市,975,2668
臺南市,672,1901
臺南市,401,1177
臺南市,544,1588
臺南市,245,708
臺南市,443,1147
臺南市,212,564
臺南市,574,1438
臺南市,423,1264
臺南市,232,717
臺南市,280,722
臺南市,286,849
臺南市,346,996
臺南市,305,963
臺南市,356,1053
臺南市,449,1374
臺南市,415,969
臺南市,1172,3429
臺南市,472,1250
臺南市,659,1837
臺南市,1049,2866
臺南市,914,2460
臺南市,399,978
臺南市,339,862
臺南市,486,1355
臺南市,453,1284
臺南市,761,2261
臺南市,373,1040
臺南市,585,1532
臺南市,498,1280
臺南市,519,1413
臺南市,1181,3485
臺南市,1014,3154
臺南市,580,1653
臺南市,436,1249
臺南市,367,1106
臺南市,1276,3937
臺南市,783,2566
臺南市,667,1871
臺南市,490,1295
臺南市,254,698
臺南市,329,878
臺南市,350,700
臺南市,878,2428
臺南市,1208,3468
臺南市,406,1111
臺南市,134,314
臺南市,192,477
臺南市,889,2284
臺南市,1421,3880
臺南市,477,1374
臺南市,507,1554
臺南市,244,723
臺南市,245,604
臺南市,899,2460
臺南市,360,1039
臺南市,474,1172
臺南市,299,752
臺南市,648,1754
臺南市,408,1085
臺南市,359,966
臺南市,249,721
臺南市,456,1128
臺南市,352,868
臺南市,411,952
臺南市,264,675
臺南市,759,2066
臺南市,1139,3406
臺南市,2112,6607
臺南市,3540,10040
臺南市,4632,14038
臺南市,1749,4809
臺南市,824,2439
臺南市,367,1060
臺南市,504,1437
臺南市,274,762
臺南市,149,430
臺南市,572,1726
臺南市,299,850
臺南市,368,1054
臺南市,370,1033
臺南市,389,1127
臺南市,348,948
臺南市,409,1179
臺南市,572,1737
臺南市,645,1730
臺南市,376,1099
臺南市,1625,4559
臺南市,880,2580
臺南市,539,1455
臺南市,363,954
臺南市,809,2301
臺南市,970,2806
臺南市,844,2340
臺南市,541,1472
臺南市,491,1243
臺南市,910,2488
臺南市,422,1167
臺南市,630,1628
臺南市,650,1695
臺南市,1244,3840
臺南市,874,2802
臺南市,562,1770
臺南市,590,1837
臺南市,514,1671
臺南市,515,1569
臺南市,280,906
臺南市,528,1474
臺南市,464,1365
臺南市,388,1197
臺南市,403,1267
臺南市,1748,5223
臺南市,220,622
臺南市,293,743
臺南市,216,530
臺南市,326,963
臺南市,375,921
臺南市,242,517
臺南市,197,447
臺南市,660,1958
臺南市,197,395
臺南市,332,1103
臺南市,321,974
臺南市,682,2052
臺南市,373,1181
臺南市,294,859
臺南市,453,1336
臺南市,238,737
臺南市,311,821
臺南市,259,751
臺南市,458,1287
臺南市,258,820
臺南市,353,1129
臺南市,487,1617
臺南市,524,1598
臺南市,436,1258
臺南市,551,1577
臺南市,400,1096
臺南市,639,1867
臺南市,372,1004
臺南市,419,1110
臺南市,465,1210
臺南市,305,725
臺南市,244,664
臺南市,279,723
臺南市,243,663
臺南市,167,502
臺南市,385,963
臺南市,301,738
臺南市,492,1590
臺南市,423,1350
臺南市,759,2154
臺南市,434,1123
臺南市,543,1559
臺南市,202,555
臺南市,261,871
臺南市,308,864
臺南市,362,980
臺南市,488,1123
臺南市,496,1413
臺南市,286,743
臺南市,368,848
臺南市,301,746
臺南市,319,833
臺南市,166,428
臺南市,222,573
臺南市,738,2138
臺南市,1651,4637
臺南市,693,2163
臺南市,1702,5160
臺南市,181,453
臺南市,230,638
臺南市,175,467
臺南市,368,1120
臺南市,1239,3924
臺南市,760,2579
臺南市,573,1667
臺南市,1173,3731
臺南市,1004,3282
臺南市,688,2315
臺南市,859,2535
臺南市,541,1746
臺南市,188,525
臺南市,786,2523
臺南市,326,1083
臺南市,410,1145
臺南市,583,1386
臺南市,1698,4940
臺南市,2367,6574
臺南市,1177,3330
臺南市,743,2207
臺南市,303,785
臺南市,236,588
臺南市,676,1949
臺南市,463,1453
臺南市,637,1857
臺南市,501,1459
臺南市,745,2181
臺南市,306,818
臺南市,425,1265
臺南市,692,1996
臺南市,351,1023
臺南市,431,1230
臺南市,572,1710
臺南市,640,1864
臺南市,403,1207
臺南市,2835,7083
臺南市,1092,3170
臺南市,2552,7352
臺南市,868,2807
臺南市,269,817
臺南市,360,1120
臺南市,604,2063
臺南市,1247,3815
臺南市,1609,5211
臺南市,692,2083
臺南市,1232,3979
臺南市,1214,3427
臺南市,819,2485
臺南市,788,2405
臺南市,591,1735
臺南市,515,1534
臺南市,319,901
臺南市,566,1865
臺南市,736,2017
臺南市,1066,3329
臺南市,987,3005
臺南市,262,850
臺南市,530,1754
臺南市,258,806
臺南市,987,2839
臺南市,889,2944
臺南市,317,1095
臺南市,248,743
臺南市,737,2012
臺南市,652,1826
臺南市,374,1060
臺南市,370,1095
臺南市,243,610
臺南市,156,409
臺南市,146,435
臺南市,354,905
臺南市,1710,4689
臺南市,489,1449
臺南市,563,1670
臺南市,222,583
臺南市,209,580
臺南市,297,877
臺南市,603,1747
臺南市,274,733
臺南市,391,1157
臺南市,766,2155
臺南市,465,1355
臺南市,298,809
臺南市,431,1174
臺南市,398,1137
臺南市,257,745
臺南市,924,2659
臺南市,578,1600
臺南市,283,917
臺南市,162,506
臺南市,218,631
臺南市,243,773
臺南市,287,917
臺南市,434,1372
臺南市,364,1174
臺南市,291,1012
臺南市,186,429
臺南市,276,734
臺南市,213,539
臺南市,356,875
臺南市,139,418
臺南市,183,456
臺南市,231,573
臺南市,176,470
臺南市,130,351
臺南市,100,224
臺南市,2153,6176
臺南市,1046,3003
臺南市,1121,3132
臺南市,3259,8547
臺南市,3781,10554
臺南市,1353,3795
臺南市,3652,10477
臺南市,2175,6299
臺南市,572,1614
臺南市,317,942
臺南市,1181,3156
臺南市,2029,5184
臺南市,675,1315
臺南市,697,1566
臺南市,888,2432
臺南市,861,2525
臺南市,542,1498
臺南市,526,1602
臺南市,2240,7231
臺南市,1527,4353
臺南市,920,2731
臺南市,1275,3930
臺南市,1291,3857
臺南市,1267,3899
臺南市,839,2597
臺南市,672,2155
臺南市,1067,3463
臺南市,251,800
臺南市,656,2090
臺南市,975,2131
臺南市,1006,3056
臺南市,1223,3612
臺南市,821,2426
臺南市,637,1972
臺南市,1034,3072
臺南市,1533,5042
臺南市,966,2983
臺南市,853,2696
臺南市,1175,3798
臺南市,793,2456
臺南市,735,2358
臺南市,1245,3817
臺南市,901,2845
臺南市,368,1195
臺南市,293,827
臺南市,1090,3602
臺南市,1122,3704
臺南市,668,2186
臺南市,521,1671
臺南市,779,2528
臺南市,570,1845
臺南市,452,1458
臺南市,277,866
臺南市,298,914
臺南市,672,1933
臺南市,179,520
臺南市,448,1263
臺南市,273,718
臺南市,79,173
臺南市,145,405
臺南市,141,372
臺南市,137,333
臺南市,187,481
臺南市,161,464
臺南市,2576,6734
臺南市,2837,7932
臺南市,4099,10482
臺南市,4308,12874
臺南市,2340,6753
臺南市,872,3029
臺南市,1069,3213
臺南市,699,2089
臺南市,555,1694
臺南市,3720,10156
臺南市,950,2707
臺南市,1370,4237
臺南市,1393,4417
臺南市,2860,8799
臺南市,1479,4661
臺南市,2452,7306
臺南市,3386,10783
臺南市,556,1788
臺南市,967,2266
臺南市,3368,9146
臺南市,863,1933
臺南市,583,1369
臺南市,2545,7889
臺南市,1047,2431
臺南市,1408,3907
臺南市,3560,8807
臺南市,4280,12669
臺南市,285,605
臺南市,2332,6898
臺南市,3304,9434
臺南市,2679,6409
臺南市,1455,4058
臺南市,2025,5646
臺南市,2335,5794
臺南市,1346,3704
臺南市,1601,4573
臺南市,3952,11009
臺南市,3033,9385
臺南市,1326,3112
臺南市,990,2555
臺南市,1365,3596
臺南市,2818,7883
臺南市,1277,3497
臺南市,2276,5532
臺南市,2102,5239
臺南市,1324,3543
臺南市,2314,6236
臺南市,1129,2769
臺南市,1547,3936
臺南市,719,1761
臺南市,1988,5200
臺南市,2396,6017
臺南市,2221,5473
臺南市,832,1861
臺南市,792,1828
臺南市,1859,5666
臺南市,805,1857
臺南市,2243,5910
臺南市,2017,5332
臺南市,1000,2451
臺南市,2010,5303
臺南市,607,1492
臺南市,2232,5379
臺南市,2101,6000
臺南市,1189,3393
臺南市,1758,4602
臺南市,942,2242
臺南市,1969,4999
臺南市,1272,2976
臺南市,1518,3791
臺南市,1995,5863
臺南市,956,2650
臺南市,1129,2768
臺南市,1335,3923
臺南市,945,2235
臺南市,1112,2460
臺南市,1461,3365
臺南市,1840,4791
臺南市,2316,5322
臺南市,2762,7915
臺南市,1413,4254
臺南市,1928,6001
臺南市,1104,3312
臺南市,1838,5597
臺南市,804,1895
臺南市,149,255
臺南市,378,756
臺南市,372,912
臺南市,982,2658
臺南市,1081,2609
臺南市,1237,3228
臺南市,1418,3759
臺南市,1266,3497
臺南市,834,2392
臺南市,1798,4892
臺南市,704,2043
臺南市,1411,4299
臺南市,763,2412
臺南市,833,2638
臺南市,509,1479
臺南市,1001,3406
臺南市,703,2487
臺南市,775,2695
臺南市,884,3057
臺南市,1086,2572
臺南市,1912,5158
臺南市,1483,3942
臺南市,1906,3732
臺南市,1003,2735
臺南市,1341,3967
臺南市,1324,3858
臺南市,2207,5915
臺南市,1361,3123
臺南市,2491,6804
臺南市,691,1924
臺南市,1860,5836
臺南市,1392,4249
臺南市,1836,5416
臺南市,2039,5877
臺南市,720,2082
臺南市,635,2157
臺南市,673,2192
臺南市,1073,2878
臺南市,916,2508
臺南市,801,1929
臺南市,523,1245
臺南市,956,2579
臺南市,1019,2809
臺南市,999,2425
臺南市,836,1996
臺南市,918,2062
臺南市,485,1076
臺南市,274,604
臺南市,1193,2539
臺南市,741,1630
臺南市,986,2367
臺南市,890,2437
臺南市,596,1654
臺南市,703,1885
臺南市,585,1533
臺南市,1772,5134
臺南市,1004,2501
臺南市,3298,8202
臺南市,597,1742
臺南市,1102,2810
臺南市,1400,3767
臺南市,1865,5417
臺南市,2623,8262
臺南市,2051,6485
臺南市,711,1789
臺南市,634,1663
臺南市,537,1421
臺南市,743,1837
臺南市,1357,3016
臺南市,707,1670
臺南市,1013,1997
臺南市,694,1744
臺南市,595,1511
臺南市,553,1343
臺南市,930,1753
臺南市,1704,3600
臺南市,1196,3340
臺南市,5150,15473
臺南市,1418,4277
臺南市,1368,4315
臺南市,1465,4394
臺南市,1106,2699
臺南市,1756,5560
臺南市,1742,5718
臺南市,1711,5755
臺南市,1647,5601
臺南市,1100,3353
臺南市,1367,3972
臺南市,1827,5364
臺南市,2322,6956
臺南市,2290,7279
臺南市,833,2557
臺南市,658,2114
臺南市,1620,5285
臺南市,417,1383
臺南市,2066,6386
臺南市,982,3049
臺南市,748,2267
臺南市,3052,8494
臺南市,620,1750
臺南市,1704,5457
臺南市,1165,3728
臺南市,1243,3849
臺南市,711,2231
臺南市,317,1063
臺南市,622,1928
臺南市,734,2406
臺南市,532,1773
臺南市,533,1717
臺南市,385,1281
臺南市,1094,3579
臺南市,505,1648
臺南市,500,1767
臺南市,422,1600
臺南市,500,1681
臺南市,345,1045
臺南市,623,2210
臺南市,875,2608
臺南市,1167,3389
臺南市,1787,5532
臺南市,1215,3921
臺南市,1619,5205
臺南市,1400,4416
臺南市,1969,5329
臺南市,1722,4893
臺南市,1745,5483
臺南市,1517,4572
臺南市,1231,3961
臺南市,573,1840
臺南市,868,2715
臺南市,2123,6767
臺南市,1382,4267
臺南市,520,1542
臺南市,844,2261
臺南市,882,2530
臺南市,212,513
臺南市,2203,5809
臺南市,1970,4968
臺南市,2084,5669
臺南市,3566,8604
臺南市,2098,5870
臺南市,3028,7865
臺南市,3623,9053
臺南市,1184,3463
臺南市,590,1735
臺南市,532,1461
臺南市,1469,4016
臺南市,790,1668
臺南市,532,1348
臺南市,316,799
臺南市,1245,2964
臺南市,716,1552
臺南市,784,1962
臺南市,708,1953
臺南市,438,1127
臺南市,1315,3549
臺南市,602,1482
臺南市,878,2305
臺南市,598,1438
臺南市,540,1337
臺南市,632,1423
臺南市,544,1395
臺南市,606,1488
臺南市,611,1527
臺南市,602,1487
臺南市,881,2056
臺南市,470,1175
臺南市,600,1291
臺南市,1528,3899
臺南市,1062,2501
臺南市,544,1501
臺南市,1485,4235
臺南市,603,1360
臺南市,469,1229
臺南市,812,1690
臺南市,802,2036
臺南市,587,1227
臺南市,1317,3365
臺南市,462,1092
臺南市,2215,6186
臺南市,1947,5707
臺南市,828,2070
臺南市,675,1628
臺南市,534,1187
臺南市,491,1206
高雄市,626,1560
高雄市,167,377
高雄市,322,718
高雄市,705,1495
高雄市,503,1231
高雄市,992,2447
高雄市,399,984
高雄市,287,706
高雄市,776,1543
高雄市,389,893
高雄市,774,1908
高雄市,313,792
高雄市,482,1157
高雄市,570,1291
高雄市,519,1242
高雄市,441,988
高雄市,1127,2147
高雄市,580,1419
高雄市,308,666
高雄市,281,714
高雄市,280,751
高雄市,937,2248
高雄市,1008,2277
高雄市,1926,4814
高雄市,1461,3996
高雄市,564,1516
高雄市,500,1297
高雄市,948,2698
高雄市,1719,4427
高雄市,337,811
高雄市,576,1449
高雄市,904,2361
高雄市,1524,4003
高雄市,1137,3082
高雄市,1493,3686
高雄市,7813,18932
高雄市,10697,24345
高雄市,8142,20140
高雄市,1837,4388
高雄市,1506,3652
高雄市,1199,2911
高雄市,585,1432
高雄市,488,1327
高雄市,1065,1971
高雄市,631,1454
高雄市,627,1433
高雄市,691,1496
高雄市,666,1679
高雄市,675,1683
高雄市,333,720
高雄市,404,972
高雄市,446,1093
高雄市,465,1168
高雄市,357,908
高雄市,561,1438
高雄市,536,1371
高雄市,623,1575
高雄市,484,1148
高雄市,297,693
高雄市,1616,2816
高雄市,475,1219
高雄市,275,608
高雄市,285,725
高雄市,256,605
高雄市,375,950
高雄市,452,1031
高雄市,369,822
高雄市,1568,3825
高雄市,900,1862
高雄市,224,436
高雄市,491,1258
高雄市,789,2008
高雄市,1189,2891
高雄市,1146,2657
高雄市,455,999
高雄市,456,1127
高雄市,375,863
高雄市,171,383
高雄市,217,605
高雄市,235,587
高雄市,322,848
高雄市,221,512
高雄市,299,697
高雄市,446,1051
高雄市,774,1476
高雄市,536,1226
高雄市,2799,6571
高雄市,1752,3684
高雄市,190,437
高雄市,1479,3117
高雄市,792,1710
高雄市,847,1837
高雄市,6061,15213
高雄市,11878,30301
高雄市,2032,5928
高雄市,6013,16087
高雄市,12716,34499
高雄市,16108,42685
高雄市,9038,24680
高雄市,1867,4954
高雄市,2690,6959
高雄市,1374,3628
高雄市,1240,3280
高雄市,1681,3531
高雄市,1673,4519
高雄市,2284,5435
高雄市,1272,3859
高雄市,857,2792
高雄市,1201,3815
高雄市,633,1821
高雄市,1604,4492
高雄市,6881,17073
高雄市,660,1507
高雄市,1085,3314
高雄市,1183,3420
高雄市,1248,3541
高雄市,1124,3058
高雄市,931,2570
高雄市,850,2420
高雄市,2107,6356
高雄市,640,1757
高雄市,1831,5180
高雄市,1253,3133
高雄市,1440,3826
高雄市,911,2391
高雄市,1392,3700
高雄市,1523,4052
高雄市,976,2528
高雄市,1839,5185
高雄市,1442,4241
高雄市,3874,9898
高雄市,2433,5816
高雄市,2739,6576
高雄市,643,1958
高雄市,933,2537
高雄市,1268,3439
高雄市,1074,2927
高雄市,599,1612
高雄市,678,1747
高雄市,662,1765
高雄市,483,1197
高雄市,1275,3153
高雄市,1012,2661
高雄市,945,2259
高雄市,666,1665
高雄市,383,904
高雄市,484,1261
高雄市,707,1744
高雄市,909,2380
高雄市,1329,3645
高雄市,1823,4505
高雄市,1911,4457
高雄市,721,1846
高雄市,836,2154
高雄市,885,2143
高雄市,347,851
高雄市,463,1120
高雄市,793,1594
高雄市,714,1642
高雄市,440,848
高雄市,671,1395
高雄市,1931,4881
高雄市,547,1269
高雄市,758,1347
高雄市,897,1984
高雄市,451,1037
高雄市,646,1585
高雄市,378,963
高雄市,1121,2919
高雄市,575,1435
高雄市,600,1517
高雄市,488,1280
高雄市,547,1309
高雄市,550,1325
高雄市,482,1235
高雄市,987,2340
高雄市,1764,4680
高雄市,3239,8843
高雄市,1703,4682
高雄市,1498,4283
高雄市,3267,8371
高雄市,1377,3796
高雄市,9511,24858
高雄市,3876,9767
高雄市,3150,8196
高雄市,939,2323
高雄市,761,2137
高雄市,2307,6494
高雄市,1934,5871
高雄市,1983,5873
高雄市,3269,9312
高雄市,1567,4119
高雄市,2122,5731
高雄市,1936,4603
高雄市,2934,7375
高雄市,1290,3694
高雄市,1391,3837
高雄市,3590,9987
高雄市,1394,3722
高雄市,1165,3256
高雄市,2305,6167
高雄市,2252,5660
高雄市,3260,8000
高雄市,1843,5017
高雄市,3478,7232
高雄市,3723,10152
高雄市,1901,4348
高雄市,1452,3507
高雄市,2693,6011
高雄市,1329,3000
高雄市,849,2153
高雄市,1451,3550
高雄市,1854,4130
高雄市,5418,14176
高雄市,1886,4673
高雄市,832,2272
高雄市,1046,2610
高雄市,1397,3352
高雄市,944,2132
高雄市,2316,5634
高雄市,2102,5435
高雄市,953,2028
高雄市,604,1260
高雄市,1523,3514
高雄市,570,1293
高雄市,711,1571
高雄市,346,785
高雄市,585,1153
高雄市,980,2269
高雄市,461,1115
高雄市,362,832
高雄市,697,1545
高雄市,456,959
高雄市,896,2282
高雄市,1267,3145
高雄市,1128,2846
高雄市,843,2082
高雄市,1574,4087
高雄市,573,1266
高雄市,582,1315
高雄市,440,971
高雄市,528,1116
高雄市,938,2178
高雄市,1542,3257
高雄市,366,781
高雄市,540,1228
高雄市,445,894
高雄市,511,1083
高雄市,498,1047
高雄市,445,944
高雄市,363,808
高雄市,360,888
高雄市,615,1413
高雄市,367,772
高雄市,519,1183
高雄市,682,1527
高雄市,434,1005
高雄市,531,1100
高雄市,1814,4060
高雄市,352,839
高雄市,633,1247
高雄市,887,1781
高雄市,397,851
高雄市,490,1113
高雄市,567,1126
高雄市,496,1126
高雄市,807,1798
高雄市,586,1196
高雄市,508,1094
高雄市,879,1940
高雄市,544,1242
高雄市,450,1020
高雄市,604,1385
高雄市,373,807
高雄市,811,1658
高雄市,604,1408
高雄市,789,1891
高雄市,718,1653
高雄市,729,1672
高雄市,722,1694
高雄市,270,678
高雄市,1050,2242
高雄市,2102,4125
高雄市,471,1127
高雄市,642,1518
高雄市,956,2031
高雄市,628,1377
高雄市,857,2050
高雄市,580,1333
高雄市,1553,3488
高雄市,1052,2434
高雄市,1511,3429
高雄市,973,2383
高雄市,1320,2305
高雄市,1564,3646
高雄市,911,2419
高雄市,1162,3164
高雄市,772,1954
高雄市,317,804
高雄市,659,1571
高雄市,1253,3250
高雄市,766,1796
高雄市,1374,3226
高雄市,977,2448
高雄市,1574,3796
高雄市,1416,3684
高雄市,803,1857
高雄市,1262,3445
高雄市,1041,2669
高雄市,1128,2731
高雄市,763,1873
高雄市,667,1697
高雄市,822,2039
高雄市,997,2319
高雄市,1799,4334
高雄市,896,2034
高雄市,810,2152
高雄市,1858,4651
高雄市,891,2316
高雄市,749,1785
高雄市,672,1729
高雄市,1177,2998
高雄市,546,1404
高雄市,493,1236
高雄市,879,2224
高雄市,932,2399
高雄市,1255,3162
高雄市,1194,3135
高雄市,1177,3055
高雄市,875,2069
高雄市,1052,2565
高雄市,969,2234
高雄市,1414,3179
高雄市,2512,5882
高雄市,1797,4215
高雄市,1663,4145
高雄市,1918,4781
高雄市,1126,3003
高雄市,1176,3053
高雄市,1675,4487
高雄市,845,2358
高雄市,975,2333
高雄市,4206,11045
高雄市,1155,2813
高雄市,2558,5969
高雄市,1118,2697
高雄市,715,1525
高雄市,975,2288
高雄市,1702,3026
高雄市,338,760
高雄市,812,1769
高雄市,700,1648
高雄市,1157,2694
高雄市,586,1300
高雄市,448,805
高雄市,420,858
高雄市,672,1604
高雄市,828,2019
高雄市,1067,2537
高雄市,914,2360
高雄市,1955,4798
高雄市,507,1091
高雄市,1347,3252
高雄市,427,895
高雄市,601,1209
高雄市,2578,5690
高雄市,1062,2503
高雄市,1729,3920
高雄市,1901,4811
高雄市,681,1372
高雄市,1211,2521
高雄市,1309,3234
高雄市,1041,2301
高雄市,1467,3049
高雄市,1560,3337
高雄市,1534,3524
高雄市,2446,6230
高雄市,1406,3082
高雄市,1312,3190
高雄市,1234,3189
高雄市,1103,2557
高雄市,3479,8438
高雄市,1043,2569
高雄市,1829,4902
高雄市,1538,3879
高雄市,892,2153
高雄市,1982,5835
高雄市,1236,3662
高雄市,2117,6207
高雄市,978,2885
高雄市,839,2583
高雄市,1630,4759
高雄市,1552,4309
高雄市,1345,3396
高雄市,1185,3046
高雄市,1191,2948
高雄市,1089,3004
高雄市,1217,3032
高雄市,1064,2814
高雄市,1964,5224
高雄市,1461,3615
高雄市,506,1375
高雄市,486,1304
高雄市,695,1898
高雄市,924,2751
高雄市,1225,3425
高雄市,620,1784
高雄市,603,1566
高雄市,1199,3161
高雄市,917,2313
高雄市,1392,3348
高雄市,942,2047
高雄市,482,1039
高雄市,1069,2999
高雄市,1103,2704
高雄市,1537,3733
高雄市,1213,3150
高雄市,836,2118
高雄市,1490,3993
高雄市,1170,3076
高雄市,1360,2739
高雄市,1157,2758
高雄市,1093,2675
高雄市,2978,6869
高雄市,1267,2991
高雄市,2034,4574
高雄市,1496,3374
高雄市,1955,4983
高雄市,2249,5443
高雄市,1183,3330
高雄市,1597,4130
高雄市,1518,3455
高雄市,1216,2693
高雄市,2017,4739
高雄市,1531,3842
高雄市,5309,13347
高雄市,1883,4430
高雄市,1186,3114
高雄市,1534,3644
高雄市,1105,3094
高雄市,2416,6460
高雄市,2019,4952
高雄市,1407,3488
高雄市,1161,3105
高雄市,3523,9363
高雄市,1535,4006
高雄市,1874,3476
高雄市,1984,3442
高雄市,1432,2477
高雄市,2015,3411
高雄市,1653,2815
高雄市,2427,4152
高雄市,240,504
高雄市,324,735
高雄市,660,1545
高雄市,397,1056
高雄市,493,1160
高雄市,1009,2681
高雄市,549,1313
高雄市,1562,3979
高雄市,3219,7662
高雄市,409,989
高雄市,1487,3859
高雄市,2262,5914
高雄市,1136,2745
高雄市,2698,7235
高雄市,1872,4615
高雄市,2245,6126
高雄市,2134,5374
高雄市,1683,4228
高雄市,1569,2775
高雄市,1342,3617
高雄市,1426,3755
高雄市,2674,6641
高雄市,2204,5902
高雄市,2588,7150
高雄市,4234,9853
高雄市,956,2350
高雄市,1655,4452
高雄市,2626,6834
高雄市,925,2363
高雄市,2242,6641
高雄市,1644,4265
高雄市,2711,7047
高雄市,1007,2730
高雄市,468,1221
高雄市,1816,4957
高雄市,3887,10426
高雄市,1247,3123
高雄市,1990,4792
高雄市,4338,11224
高雄市,967,2404
高雄市,1296,3216
高雄市,2141,5434
高雄市,3010,7936
高雄市,1273,3580
高雄市,2130,5593
高雄市,2781,7250
高雄市,1441,3818
高雄市,2534,7135
高雄市,1514,4072
高雄市,2269,6539
高雄市,1829,4420
高雄市,1817,4990
高雄市,1527,3808
高雄市,1211,2875
高雄市,5738,14401
高雄市,1391,3727
高雄市,1825,4646
高雄市,1327,2846
高雄市,3420,9473
高雄市,1875,5256
高雄市,1152,2975
高雄市,1057,2797
高雄市,1689,4561
高雄市,1029,2713
高雄市,1865,5344
高雄市,1809,5001
高雄市,1181,2805
高雄市,2062,5108
高雄市,2085,4993
高雄市,1934,5530
高雄市,1296,3321
高雄市,1060,2942
高雄市,2447,6224
高雄市,1201,3296
高雄市,1224,3399
高雄市,2750,7742
高雄市,1242,3497
高雄市,1443,4045
高雄市,1524,4765
高雄市,1031,3205
高雄市,1182,3606
高雄市,1063,2833
高雄市,1972,5183
高雄市,777,2070
高雄市,1390,3969
高雄市,674,1946
高雄市,885,1849
高雄市,856,2411
高雄市,1541,4699
高雄市,556,1465
高雄市,778,2131
高雄市,797,2159
高雄市,776,2162
高雄市,473,1033
高雄市,423,876
高雄市,1220,3667
高雄市,1029,2801
高雄市,1358,4164
高雄市,1270,3118
高雄市,1281,2690
高雄市,610,1623
高雄市,2674,6664
高雄市,2800,7895
高雄市,959,2755
高雄市,1904,5251
高雄市,1685,4969
高雄市,1454,4394
高雄市,916,2638
高雄市,4406,12409
高雄市,3211,8721
高雄市,859,2045
高雄市,715,1894
高雄市,1088,2882
高雄市,1132,3480
高雄市,691,1797
高雄市,2908,7073
高雄市,3164,8660
高雄市,300,627
高雄市,2854,7974
高雄市,904,2342
高雄市,573,1762
高雄市,754,2106
高雄市,1632,4003
高雄市,108,212
高雄市,3003,7433
高雄市,1009,3086
高雄市,2000,5813
高雄市,1619,4723
高雄市,852,2752
高雄市,794,2707
高雄市,1365,4252
高雄市,367,1333
高雄市,310,1159
高雄市,340,1164
高雄市,526,1747
高雄市,543,1889
高雄市,482,1542
高雄市,511,1976
高雄市,901,2922
高雄市,396,1145
高雄市,607,1901
高雄市,525,2251
高雄市,245,798
高雄市,433,1135
高雄市,1321,3313
高雄市,2190,5707
高雄市,705,1970
高雄市,1158,3093
高雄市,2212,6284
高雄市,2069,5584
高雄市,1328,3823
高雄市,1319,3648
高雄市,1862,4368
高雄市,3134,8306
高雄市,1165,3020
高雄市,1331,4559
高雄市,339,954
高雄市,2393,6304
高雄市,3702,10448
高雄市,1039,2513
高雄市,6849,17138
高雄市,767,1894
高雄市,1119,3011
高雄市,823,1860
高雄市,1841,4868
高雄市,1545,4432
高雄市,2293,6401
高雄市,927,2416
高雄市,5093,11323
高雄市,2237,5095
高雄市,4336,10856
高雄市,1463,4030
高雄市,2718,7364
高雄市,291,767
高雄市,1574,4508
高雄市,538,1447
高雄市,1971,5127
高雄市,1501,4141
高雄市,469,1237
高雄市,1811,4873
高雄市,506,1542
高雄市,1363,3292
高雄市,121,353
高雄市,1209,3498
高雄市,599,1646
高雄市,1346,4244
高雄市,2292,6417
高雄市,818,2161
高雄市,338,888
高雄市,360,1027
高雄市,1478,4010
高雄市,1595,4440
高雄市,1654,4786
高雄市,2729,8371
高雄市,2240,6903
高雄市,688,2231
高雄市,764,2164
高雄市,748,2217
高雄市,428,1222
高雄市,783,2123
高雄市,1441,4064
高雄市,669,2082
高雄市,650,1807
高雄市,421,1169
高雄市,922,2497
高雄市,268,801
高雄市,971,2831
高雄市,958,2170
高雄市,983,2550
高雄市,523,1304
高雄市,969,2750
高雄市,1027,2760
高雄市,467,1404
高雄市,896,2778
高雄市,577,1710
高雄市,1367,3758
高雄市,590,1820
高雄市,876,2287
高雄市,808,2268
高雄市,978,2769
高雄市,576,1477
高雄市,275,791
高雄市,1470,4334
高雄市,575,1604
高雄市,310,914
高雄市,444,1271
高雄市,823,2438
高雄市,1237,3985
高雄市,1074,3021
高雄市,976,2771
高雄市,201,552
高雄市,845,2808
高雄市,1599,4347
高雄市,1335,3914
高雄市,835,2134
高雄市,1022,2922
高雄市,167,399
高雄市,553,1216
高雄市,197,412
高雄市,198,386
高雄市,415,657
高雄市,389,1079
高雄市,392,919
高雄市,207,430
高雄市,282,589
高雄市,567,1401
高雄市,512,1510
高雄市,736,2421
高雄市,492,1457
高雄市,773,2505
高雄市,295,903
高雄市,1870,5940
高雄市,1018,3254
高雄市,862,2802
高雄市,592,1802
高雄市,613,1956
高雄市,439,1242
高雄市,1156,3561
高雄市,1188,3861
高雄市,460,1458
高雄市,468,1469
高雄市,395,1346
高雄市,483,1536
高雄市,957,2666
高雄市,732,2494
高雄市,1127,3827
高雄市,907,3120
高雄市,638,2095
高雄市,1423,4401
高雄市,880,2845
高雄市,1164,3942
高雄市,912,3069
高雄市,338,1046
高雄市,756,2364
高雄市,688,1990
高雄市,359,1001
高雄市,1208,3501
